RT(milliseconds),RT(minutes) - NOT USED BY IMPORT,RI,TIC
30899,0.5149833333333333,0.0,106.93077
30949,0.5158166666666667,0.0,110.905685
30999,0.51665,0.0,92.371544
31049,0.5174833333333333,0.0,79.503784
31099,0.5183166666666666,0.0,63.296852
31149,0.51915,0.0,81.130066
31199,0.5199833333333334,0.0,93.62167
31249,0.5208166666666667,0.0,132.14796
31299,0.52165,0.0,97.39657
31349,0.5224833333333333,0.0,96.4439
31399,0.5233166666666667,0.0,74.9766
31449,0.52415,0.0,100.44928
31499,0.5249833333333334,0.0,101.69045
31549,0.5258166666666667,0.0,98.405205
31599,0.52665,0.0,67.06099
31649,0.5274833333333333,0.0,0.5650773
31699,0.5283166666666667,0.0,0.0
31749,0.52915,0.0,0.0
31799,0.5299833333333334,0.0,36.44194
31849,0.5308166666666667,0.0,72.96247
31899,0.53165,0.0,107.813034
31949,0.5324833333333333,0.0,106.00064
31999,0.5333166666666667,0.0,119.16655
32049,0.53415,0.0,82.72981
32099,0.5349833333333334,0.0,56.749397
32149,0.5358166666666667,0.0,34.181377
32199,0.53665,0.0,72.86084
32249,0.5374833333333333,0.0,11.266389
32299,0.5383166666666667,0.0,0.0
32349,0.53915,0.0,0.0
32399,0.5399833333333334,0.0,0.0
32449,0.5408166666666666,0.0,0.0
32499,0.54165,0.0,5.389397
32549,0.5424833333333333,0.0,39.127213
32599,0.5433166666666667,0.0,91.136
32649,0.54415,0.0,124.16273
32699,0.5449833333333334,0.0,127.076866
32749,0.5458166666666666,0.0,123.77873
32799,0.54665,0.0,169.62662
32849,0.5474833333333333,0.0,175.05655
32899,0.5483166666666667,0.0,176.30882
32949,0.54915,0.0,123.49713
32999,0.5499833333333334,0.0,101.11352
33049,0.5508166666666666,0.0,41.81598
33099,0.55165,0.0,18.116608
33149,0.5524833333333333,0.0,0.0
33199,0.5533166666666667,0.0,0.0
33249,0.55415,0.0,0.0
33299,0.5549833333333334,0.0,31.470676
33349,0.5558166666666666,0.0,54.961834
33399,0.55665,0.0,47.84461
33449,0.5574833333333333,0.0,42.784172
33499,0.5583166666666667,0.0,55.796738
33549,0.55915,0.0,58.680916
33599,0.5599833333333334,0.0,87.44593
33649,0.5608166666666666,0.0,128.16939
33699,0.56165,0.0,167.9371
33749,0.5624833333333333,0.0,185.29903
33799,0.5633166666666667,0.0,150.57655
33849,0.56415,0.0,92.94038
33899,0.5649833333333333,0.0,37.17009
33949,0.5658166666666666,0.0,32.60467
33999,0.56665,0.0,68.54008
34049,0.5674833333333333,0.0,94.144936
34099,0.5683166666666667,0.0,119.2785
34149,0.56915,0.0,116.08491
34199,0.5699833333333333,0.0,106.41067
34249,0.5708166666666666,0.0,113.20781
34299,0.57165,0.0,118.89818
34349,0.5724833333333333,0.0,108.43554
34399,0.5733166666666667,0.0,69.38112
34449,0.57415,0.0,37.80574
34499,0.5749833333333333,0.0,27.731882
34549,0.5758166666666666,0.0,25.595306
34599,0.57665,0.0,60.738903
34649,0.5774833333333333,0.0,98.47663
34699,0.5783166666666667,0.0,104.79582
34749,0.57915,0.0,67.08582
34799,0.5799833333333333,0.0,43.749546
34849,0.5808166666666666,0.0,57.89696
34899,0.58165,0.0,76.96913
34949,0.5824833333333334,0.0,46.941097
34999,0.5833166666666667,0.0,0.0
35049,0.58415,0.0,0.0
